Table 1
State,County,Studio,1 Bedroom,2 Bedroom,3 Bedroom,4 Bedroom
South Carolina,Marlboro,$ 512,$ 515,$ 679,$ 972,$ 996
South Carolina,Newberry,$ 599,$ 603,$ 795,"$ 1,043","$ 1,224"
South Carolina,Oconee,$ 507,$ 550,$ 725,$ 996,"$ 1,028"
South Carolina,Orangeburg,$ 582,$ 596,$ 679,$ 866,"$ 1,171"
South Carolina,Pickens,$ 731,$ 826,$ 942,"$ 1,254","$ 1,518"
South Carolina,Richland,$ 782,$ 845,$ 963,"$ 1,236","$ 1,527"
South Carolina,Saluda,$ 782,$ 845,$ 963,"$ 1,236","$ 1,527"
South Carolina,Spartanburg,$ 695,$ 735,$ 845,"$ 1,113","$ 1,163"
South Carolina,Sumter,$ 651,$ 667,$ 825,"$ 1,076","$ 1,205"
South Carolina,Union,$ 530,$ 535,$ 705,$ 990,"$ 1,032"
South Carolina,Williamsburg,$ 512,$ 515,$ 679,$ 845,"$ 1,037"
South Carolina,York,$ 987,"$ 1,010","$ 1,151","$ 1,518","$ 1,956"
South Dakota,Aurora,$ 503,$ 587,$ 719,$ 894,"$ 1,002"
South Dakota,Beadle,$ 549,$ 552,$ 719,"$ 1,028","$ 1,066"
South Dakota,Bennett,$ 503,$ 615,$ 719,$ 894,"$ 1,121"
South Dakota,Bon Homme,$ 503,$ 546,$ 719,$ 988,$ 992
South Dakota,Brookings,$ 589,$ 593,$ 780,"$ 1,116","$ 1,350"
South Dakota,Brown,$ 530,$ 575,$ 758,"$ 1,085","$ 1,102"
South Dakota,Brule,$ 503,$ 546,$ 719,"$ 1,029","$ 1,121"
South Dakota,Buffalo,$ 503,$ 546,$ 719,$ 894,"$ 1,121"
South Dakota,Butte,$ 567,$ 601,$ 792,$ 985,"$ 1,235"
South Dakota,Campbell,$ 503,$ 546,$ 719,"$ 1,029","$ 1,121"
South Dakota,Charles Mix,$ 503,$ 547,$ 719,$ 935,"$ 1,024"
South Dakota,Clark,$ 503,$ 546,$ 719,$ 894,"$ 1,067"
South Dakota,Clay,$ 530,$ 580,$ 765,"$ 1,018","$ 1,325"
South Dakota,Codington,$ 508,$ 565,$ 744,"$ 1,028","$ 1,267"
South Dakota,Corson,$ 503,$ 546,$ 719,$ 906,"$ 1,062"
South Dakota,Custer,$ 614,$ 706,$ 931,"$ 1,158","$ 1,290"
South Dakota,Davison,$ 509,$ 586,$ 772,$ 972,"$ 1,337"
South Dakota,Day,$ 503,$ 606,$ 719,$ 996,"$ 1,121"
South Dakota,Deuel,$ 503,$ 617,$ 719,"$ 1,029","$ 1,121"
South Dakota,Dewey,$ 503,$ 546,$ 719,$ 894,$ 975
South Dakota,Douglas,$ 523,$ 568,$ 748,$ 974,"$ 1,166"
South Dakota,Edmunds,$ 503,$ 575,$ 719,"$ 1,029","$ 1,245"
South Dakota,Fall River,$ 512,$ 555,$ 732,$ 945,"$ 1,267"
South Dakota,Faulk,$ 503,$ 546,$ 719,$ 894,"$ 1,121"
South Dakota,Grant,$ 514,$ 558,$ 735,$ 914,"$ 1,146"
South Dakota,Gregory,$ 503,$ 546,$ 719,$ 965,"$ 1,121"
South Dakota,Haakon,$ 520,$ 578,$ 761,$ 985,"$ 1,152"
South Dakota,Hamlin,$ 503,$ 586,$ 719,$ 971,$ 975
South Dakota,Hand,$ 503,$ 546,$ 719,$ 989,"$ 1,121"
South Dakota,Hanson,$ 503,$ 546,$ 719,"$ 1,029","$ 1,121"
South Dakota,Harding,$ 548,$ 594,$ 783,$ 974,"$ 1,221"
South Dakota,Hughes,$ 495,$ 569,$ 750,"$ 1,073","$ 1,299"
South Dakota,Hutchinson,$ 519,$ 563,$ 742,$ 925,"$ 1,006"
South Dakota,Hyde,$ 506,$ 549,$ 724,$ 901,"$ 1,129"
South Dakota,Jackson,$ 503,$ 631,$ 719,"$ 1,029","$ 1,108"
South Dakota,Jerauld,$ 503,$ 631,$ 719,"$ 1,029","$ 1,121"
South Dakota,Jones,$ 503,$ 546,$ 719,$ 936,"$ 1,121"
South Dakota,Kingsbury,$ 503,$ 546,$ 719,"$ 1,029","$ 1,067"
South Dakota,Lake,$ 503,$ 546,$ 719,"$ 1,029","$ 1,185"
South Dakota,Lawrence,$ 496,$ 555,$ 719,"$ 1,029","$ 1,245"
South Dakota,Lincoln,$ 642,$ 714,$ 874,"$ 1,150","$ 1,435"
South Dakota,Lyman,$ 503,$ 570,$ 719,$ 894,"$ 1,121"
South Dakota,McCook,$ 503,$ 546,$ 719,$ 992,"$ 1,121"
South Dakota,McPherson,$ 642,$ 714,$ 874,"$ 1,150","$ 1,435"
South Dakota,Marshall,$ 508,$ 559,$ 737,"$ 1,062","$ 1,132"
South Dakota,Meade,$ 566,$ 651,$ 858,"$ 1,186","$ 1,486"
South Dakota,Mellette,$ 503,$ 546,$ 719,$ 894,"$ 1,121"
South Dakota,Miner,$ 503,$ 546,$ 719,$ 894,"$ 1,121"
South Dakota,Minnehaha,$ 642,$ 714,$ 874,"$ 1,150","$ 1,435"
South Dakota,Moody,$ 503,$ 631,$ 719,$ 898,"$ 1,202"
South Dakota,Pennington,$ 577,$ 664,$ 875,"$ 1,237","$ 1,437"
South Dakota,Perkins,$ 503,$ 546,$ 719,$ 894,"$ 1,166"
South Dakota,Potter,$ 509,$ 552,$ 727,$ 946,"$ 1,133"
South Dakota,Roberts,$ 503,$ 547,$ 719,$ 932,"$ 1,022"
South Dakota,Sanborn,$ 503,$ 595,$ 719,$ 904,"$ 1,245"
South Dakota,Spink,$ 503,$ 546,$ 719,$ 916,$ 975
South Dakota,Stanley,$ 567,$ 615,$ 810,"$ 1,054","$ 1,263"
South Dakota,Sully,$ 503,$ 559,$ 719,$ 938,"$ 1,121"
South Dakota,Todd,$ 503,$ 546,$ 719,$ 944,$ 978
South Dakota,Tripp,$ 503,$ 546,$ 719,$ 924,"$ 1,121"
South Dakota,Turner,$ 642,$ 714,$ 874,"$ 1,150","$ 1,435"
South Dakota,Union,$ 549,$ 631,$ 832,"$ 1,035","$ 1,128"
South Dakota,Walworth,$ 503,$ 616,$ 719,$ 951,"$ 1,095"
South Dakota,Yankton,$ 508,$ 551,$ 726,$ 966,"$ 1,022"
South Dakota,Ziebach,$ 503,$ 546,$ 719,$ 897,"$ 1,071"
Tennessee,Anderson,$ 624,$ 729,$ 896,"$ 1,182","$ 1,421"
Tennessee,Bedford,$ 599,$ 603,$ 795,$ 989,"$ 1,170"
Tennessee,Benton,$ 514,$ 582,$ 663,$ 849,$ 961
Tennessee,Bledsoe,$ 514,$ 549,$ 663,$ 949,"$ 1,148"
Tennessee,Blount,$ 624,$ 729,$ 896,"$ 1,182","$ 1,421"
Tennessee,Bradley,$ 536,$ 617,$ 813,"$ 1,056","$ 1,212"
Tennessee,Campbell,$ 445,$ 509,$ 671,$ 914,"$ 1,035"
Tennessee,Cannon,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Carroll,$ 514,$ 582,$ 663,$ 855,$ 899
Tennessee,Carter,$ 617,$ 621,$ 752,$ 956,"$ 1,114"
Tennessee,Cheatham,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Chester,$ 549,$ 661,$ 832,"$ 1,147","$ 1,152"
Tennessee,Claiborne,$ 514,$ 530,$ 663,$ 825,$ 908
Tennessee,Clay,$ 514,$ 519,$ 663,$ 949,$ 957
Tennessee,Cocke,$ 500,$ 503,$ 663,$ 949,"$ 1,148"
Tennessee,Coffee,$ 539,$ 543,$ 715,$ 974,"$ 1,236"
Tennessee,Crockett,$ 444,$ 511,$ 673,$ 900,"$ 1,165"
Tennessee,Cumberland,$ 500,$ 503,$ 663,$ 942,"$ 1,050"
Tennessee,Davidson,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Decatur,$ 514,$ 582,$ 663,$ 825,$ 980
Tennessee,De Kalb,$ 500,$ 503,$ 663,$ 919,$ 980
Tennessee,Dickson,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Dyer,$ 443,$ 509,$ 671,$ 960,"$ 1,001"
Tennessee,Fayette,$ 686,$ 784,$ 911,"$ 1,228","$ 1,412"
Tennessee,Fentress,$ 500,$ 503,$ 663,$ 837,"$ 1,042"
Tennessee,Franklin,$ 509,$ 512,$ 663,$ 949,"$ 1,090"
Tennessee,Gibson,$ 521,$ 570,$ 672,$ 923,"$ 1,163"
Tennessee,Giles,$ 517,$ 585,$ 667,$ 871,"$ 1,071"
Tennessee,Grainger,$ 481,$ 575,$ 689,$ 924,$ 934
Tennessee,Greene,$ 548,$ 551,$ 663,$ 941,"$ 1,125"
Tennessee,Grundy,$ 514,$ 514,$ 663,$ 888,$ 980
Tennessee,Hamblen,$ 568,$ 571,$ 753,"$ 1,028","$ 1,032"
Tennessee,Hamilton,$ 636,$ 694,$ 838,"$ 1,092","$ 1,306"
Tennessee,Hancock,$ 502,$ 505,$ 663,$ 898,"$ 1,148"
Tennessee,Hardeman,$ 500,$ 503,$ 663,$ 867,$ 928
Tennessee,Hardin,$ 504,$ 508,$ 669,$ 832,"$ 1,018"
Tennessee,Hawkins,$ 513,$ 533,$ 701,$ 916,"$ 1,008"
Tennessee,Haywood,$ 484,$ 503,$ 663,$ 899,$ 980
Tennessee,Henderson,$ 514,$ 545,$ 663,$ 888,$ 899
Tennessee,Henry,$ 507,$ 510,$ 663,$ 854,$ 904
Tennessee,Hickman,$ 647,$ 685,$ 781,"$ 1,013","$ 1,352"
Tennessee,Houston,$ 539,$ 543,$ 715,$ 889,$ 970
Tennessee,Humphreys,$ 514,$ 582,$ 663,$ 915,"$ 1,148"
Tennessee,Jackson,$ 500,$ 503,$ 663,$ 825,$ 899
Tennessee,Jefferson,$ 568,$ 571,$ 753,"$ 1,028","$ 1,032"
Tennessee,Johnson,$ 501,$ 504,$ 664,$ 826,$ 982
Tennessee,Knox,$ 624,$ 729,$ 896,"$ 1,182","$ 1,421"
Tennessee,Lake,$ 500,$ 503,$ 663,$ 825,$ 959
Tennessee,Lauderdale,$ 500,$ 503,$ 663,$ 871,"$ 1,040"
Tennessee,Lawrence,$ 520,$ 525,$ 671,$ 878,"$ 1,042"
Tennessee,Lewis,$ 500,$ 503,$ 663,$ 901,$ 980
Tennessee,Lincoln,$ 518,$ 537,$ 668,$ 927,"$ 1,030"
Tennessee,Loudon,$ 624,$ 729,$ 896,"$ 1,182","$ 1,421"
Tennessee,McMinn,$ 541,$ 612,$ 698,$ 943,$ 947
Tennessee,McNairy,$ 514,$ 561,$ 663,$ 873,"$ 1,148"
Tennessee,Macon,$ 551,$ 555,$ 731,$ 909,"$ 1,171"
Tennessee,Madison,$ 549,$ 661,$ 832,"$ 1,147","$ 1,152"
Tennessee,Marion,$ 636,$ 694,$ 838,"$ 1,092","$ 1,306"
Tennessee,Marshall,$ 571,$ 574,$ 757,$ 974,"$ 1,027"
Tennessee,Maury,$ 730,$ 735,$ 945,"$ 1,342","$ 1,452"
Tennessee,Meigs,$ 514,$ 582,$ 663,$ 949,$ 980
Tennessee,Monroe,$ 437,$ 568,$ 663,$ 896,$ 899
Tennessee,Montgomery,$ 576,$ 689,$ 872,"$ 1,248","$ 1,510"
Tennessee,Moore,$ 514,$ 519,$ 663,$ 933,$ 980
Tennessee,Morgan,$ 478,$ 520,$ 685,$ 945,"$ 1,186"
Tennessee,Obion,$ 453,$ 545,$ 663,$ 854,$ 926
Tennessee,Overton,$ 514,$ 519,$ 663,$ 916,$ 980
Tennessee,Perry,$ 500,$ 503,$ 663,$ 925,$ 980
Tennessee,Pickett,$ 501,$ 519,$ 663,$ 825,$ 980
Tennessee,Polk,$ 536,$ 617,$ 813,"$ 1,056","$ 1,212"
Tennessee,Putnam,$ 548,$ 552,$ 717,$ 987,"$ 1,092"
Tennessee,Rhea,$ 516,$ 519,$ 684,$ 914,"$ 1,142"
Tennessee,Roane,$ 512,$ 597,$ 776,$ 986,"$ 1,201"
Tennessee,Robertson,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Rutherford,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Scott,$ 500,$ 504,$ 663,$ 896,$ 899
Tennessee,Sequatchie,$ 636,$ 694,$ 838,"$ 1,092","$ 1,306"
Tennessee,Sevier,$ 658,$ 687,$ 808,"$ 1,067","$ 1,197"
Tennessee,Shelby,$ 686,$ 784,$ 911,"$ 1,228","$ 1,412"
Tennessee,Smith,$ 494,$ 546,$ 720,$ 908,"$ 1,074"
Tennessee,Stewart,$ 520,$ 525,$ 671,$ 835,"$ 1,162"
Tennessee,Sullivan,$ 513,$ 533,$ 701,$ 916,"$ 1,008"
Tennessee,Sumner,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Tipton,$ 686,$ 784,$ 911,"$ 1,228","$ 1,412"
Tennessee,Trousdale,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Unicoi,$ 617,$ 621,$ 752,$ 956,"$ 1,114"
Tennessee,Union,$ 624,$ 729,$ 896,"$ 1,182","$ 1,421"
Tennessee,Van Buren,$ 500,$ 503,$ 663,$ 861,$ 980
Tennessee,Warren,$ 525,$ 529,$ 697,$ 867,"$ 1,042"
Tennessee,Washington,$ 617,$ 621,$ 752,$ 956,"$ 1,114"
Tennessee,Wayne,$ 514,$ 556,$ 663,$ 898,$ 980
Tennessee,Weakley,$ 514,$ 547,$ 663,$ 843,$ 977
Tennessee,White,$ 525,$ 530,$ 677,$ 842,$ 918
Tennessee,Williamson,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Tennessee,Wilson,$ 998,"$ 1,031","$ 1,197","$ 1,539","$ 1,930"
Texas,Anderson,$ 568,$ 659,$ 774,"$ 1,106","$ 1,333"
Texas,Andrews,$ 766,$ 838,"$ 1,044","$ 1,309","$ 1,805"
Texas,Angelina,$ 738,$ 742,$ 871,"$ 1,101","$ 1,181"
Texas,Aransas,$ 683,$ 779,$ 906,"$ 1,297","$ 1,420"
Texas,Archer,$ 585,$ 656,$ 832,"$ 1,136","$ 1,346"
Texas,Armstrong,$ 629,$ 705,$ 906,"$ 1,236","$ 1,406"
Texas,Atascosa,$ 603,$ 773,$ 881,"$ 1,096","$ 1,417"
Texas,Austin,$ 650,$ 810,$ 956,"$ 1,242","$ 1,641"
Texas,Bailey,$ 538,$ 582,$ 734,"$ 1,050","$ 1,085"
Texas,Bandera,$ 761,$ 912,"$ 1,114","$ 1,446","$ 1,793"
Texas,Bastrop,"$ 1,059","$ 1,212","$ 1,434","$ 1,848","$ 2,207"
Texas,Baylor,$ 538,$ 644,$ 734,"$ 1,050","$ 1,085"
Texas,Bee,$ 697,$ 702,$ 925,"$ 1,300","$ 1,511"
Texas,Bell,$ 635,$ 639,$ 815,"$ 1,166","$ 1,411"
Texas,Bexar,$ 761,$ 912,"$ 1,114","$ 1,446","$ 1,793"
Texas,Blanco,$ 656,$ 679,$ 895,"$ 1,113","$ 1,319"
Texas,Borden,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Bosque,$ 538,$ 557,$ 734,$ 913,"$ 1,032"
Texas,Bowie,$ 647,$ 658,$ 826,"$ 1,030","$ 1,322"
Texas,Brazoria,$ 751,$ 999,"$ 1,139","$ 1,528","$ 1,972"
Texas,Brazos,$ 686,$ 774,$ 909,"$ 1,301","$ 1,574"
Texas,Brewster,$ 631,$ 635,$ 825,"$ 1,115","$ 1,119"
Texas,Briscoe,$ 538,$ 582,$ 734,"$ 1,050","$ 1,085"
Texas,Brooks,$ 538,$ 582,$ 734,$ 913,"$ 1,085"
Texas,Brown,$ 528,$ 631,$ 801,"$ 1,142","$ 1,206"
Texas,Burleson,$ 686,$ 774,$ 909,"$ 1,301","$ 1,574"
Texas,Burnet,$ 707,$ 759,$ 865,"$ 1,169","$ 1,238"
Texas,Caldwell,"$ 1,059","$ 1,212","$ 1,434","$ 1,848","$ 2,207"
Texas,Calhoun,$ 544,$ 695,$ 822,"$ 1,113","$ 1,215"
Texas,Callahan,$ 707,$ 733,$ 955,"$ 1,285","$ 1,639"
Texas,Cameron,$ 586,$ 590,$ 753,$ 989,"$ 1,138"
Texas,Camp,$ 538,$ 639,$ 734,"$ 1,050","$ 1,269"
Texas,Carson,$ 629,$ 705,$ 906,"$ 1,236","$ 1,406"
Texas,Cass,$ 538,$ 557,$ 734,"$ 1,050","$ 1,177"
Texas,Castro,$ 538,$ 644,$ 734,"$ 1,027","$ 1,085"
Texas,Chambers,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Cherokee,$ 491,$ 577,$ 744,"$ 1,005","$ 1,009"
Texas,Childress,$ 612,$ 663,$ 835,"$ 1,039","$ 1,235"
Texas,Clay,$ 585,$ 656,$ 832,"$ 1,136","$ 1,346"
Texas,Cochran,$ 538,$ 582,$ 734,$ 913,"$ 1,121"
Texas,Coke,$ 538,$ 557,$ 734,$ 913,"$ 1,085"
Texas,Coleman,$ 538,$ 557,$ 734,$ 984,$ 995
Texas,Collin,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,Collingsworth,$ 538,$ 644,$ 734,$ 990,"$ 1,085"
Texas,Colorado,$ 555,$ 574,$ 757,"$ 1,035","$ 1,101"
Texas,Comal,$ 761,$ 912,"$ 1,114","$ 1,446","$ 1,793"
Texas,Comanche,$ 538,$ 644,$ 734,"$ 1,050","$ 1,092"
Texas,Concho,$ 619,$ 640,$ 844,"$ 1,050","$ 1,248"
Texas,Cooke,$ 616,$ 697,$ 840,"$ 1,135","$ 1,139"
Texas,Coryell,$ 635,$ 639,$ 815,"$ 1,166","$ 1,411"
Texas,Cottle,$ 538,$ 582,$ 734,$ 913,"$ 1,085"
Texas,Crane,$ 538,$ 582,$ 734,"$ 1,050","$ 1,085"
Texas,Crockett,$ 538,$ 582,$ 734,$ 969,"$ 1,085"
Texas,Crosby,$ 637,$ 733,$ 896,"$ 1,282","$ 1,551"
Texas,Culberson,$ 551,$ 571,$ 752,$ 993,"$ 1,112"
Texas,Dallam,$ 559,$ 668,$ 762,$ 948,"$ 1,127"
Texas,Dallas,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,Dawson,$ 538,$ 644,$ 734,$ 992,$ 995
Texas,Deaf Smith,$ 650,$ 654,$ 862,"$ 1,078","$ 1,169"
Texas,Delta,$ 538,$ 605,$ 734,$ 992,$ 995
Texas,Denton,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,De Witt,$ 587,$ 677,$ 800,"$ 1,053","$ 1,233"
Texas,Dickens,$ 538,$ 582,$ 734,$ 969,"$ 1,085"
Texas,Dimmit,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Donley,$ 538,$ 557,$ 734,"$ 1,004","$ 1,085"
Texas,Duval,$ 538,$ 582,$ 734,"$ 1,046","$ 1,050"
Texas,Eastland,$ 484,$ 629,$ 734,$ 913,$ 995
Texas,Ector,$ 836,$ 924,"$ 1,214","$ 1,510","$ 1,845"
Texas,Edwards,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Ellis,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,El Paso,$ 548,$ 687,$ 831,"$ 1,174","$ 1,415"
Texas,Erath,$ 676,$ 681,$ 837,"$ 1,131","$ 1,135"
Texas,Falls,$ 540,$ 595,$ 734,"$ 1,033","$ 1,271"
Texas,Fannin,$ 565,$ 585,$ 771,"$ 1,089","$ 1,129"
Texas,Fayette,$ 584,$ 605,$ 797,"$ 1,077","$ 1,081"
Texas,Fisher,$ 538,$ 582,$ 734,$ 985,"$ 1,085"
Texas,Floyd,$ 565,$ 617,$ 770,$ 958,"$ 1,044"
Texas,Foard,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Fort Bend,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Franklin,$ 568,$ 645,$ 774,"$ 1,017","$ 1,340"
Texas,Freestone,$ 538,$ 557,$ 734,"$ 1,050","$ 1,271"
Texas,Frio,$ 571,$ 683,$ 778,"$ 1,023","$ 1,150"
Texas,Gaines,$ 538,$ 582,$ 734,"$ 1,050","$ 1,129"
Texas,Galveston,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Garza,$ 555,$ 601,$ 757,$ 942,"$ 1,150"
Texas,Gillespie,$ 709,$ 734,$ 967,"$ 1,384","$ 1,494"
Texas,Glasscock,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Goliad,$ 723,$ 837,"$ 1,033","$ 1,333","$ 1,473"
Texas,Gonzales,$ 631,$ 634,$ 764,"$ 1,086","$ 1,130"
Texas,Gray,$ 597,$ 618,$ 814,"$ 1,107","$ 1,204"
Texas,Grayson,$ 661,$ 792,$ 959,"$ 1,292","$ 1,457"
Texas,Gregg,$ 603,$ 721,$ 850,"$ 1,152","$ 1,351"
Texas,Grimes,$ 545,$ 564,$ 743,$ 958,"$ 1,008"
Texas,Guadalupe,$ 761,$ 912,"$ 1,114","$ 1,446","$ 1,793"
Texas,Hale,$ 538,$ 644,$ 734,"$ 1,050","$ 1,245"
Texas,Hall,$ 538,$ 592,$ 734,"$ 1,024","$ 1,085"
Texas,Hamilton,$ 538,$ 644,$ 734,$ 913,"$ 1,085"
Texas,Hansford,$ 597,$ 670,$ 814,"$ 1,012","$ 1,204"
Texas,Hardeman,$ 538,$ 557,$ 734,$ 969,"$ 1,085"
Texas,Hardin,$ 661,$ 708,$ 880,"$ 1,145","$ 1,205"
Texas,Harris,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Harrison,$ 549,$ 673,$ 832,"$ 1,045","$ 1,128"
Texas,Hartley,$ 628,$ 752,$ 857,"$ 1,226","$ 1,267"
Texas,Haskell,$ 538,$ 644,$ 734,"$ 1,027","$ 1,085"
Texas,Hays,"$ 1,059","$ 1,212","$ 1,434","$ 1,848","$ 2,207"
Texas,Hemphill,$ 713,$ 738,$ 972,"$ 1,209","$ 1,437"
Texas,Henderson,$ 588,$ 609,$ 802,"$ 1,044","$ 1,193"
Texas,Hidalgo,$ 570,$ 574,$ 739,$ 953,"$ 1,070"
Texas,Hill,$ 503,$ 604,$ 762,$ 986,"$ 1,033"
Texas,Hockley,$ 538,$ 644,$ 734,"$ 1,050","$ 1,271"
Texas,Hood,$ 907,$ 927,"$ 1,107","$ 1,377","$ 1,686"
Texas,Hopkins,$ 517,$ 625,$ 783,"$ 1,121","$ 1,238"
Texas,Houston,$ 538,$ 557,$ 734,$ 913,$ 995
Texas,Howard,$ 707,$ 846,$ 964,"$ 1,199","$ 1,347"
Texas,Hudspeth,$ 484,$ 605,$ 734,$ 913,"$ 1,250"
Texas,Hunt,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,Hutchinson,$ 597,$ 618,$ 814,"$ 1,056","$ 1,262"
Texas,Irion,$ 647,$ 762,$ 980,"$ 1,297","$ 1,572"
Texas,Jack,$ 538,$ 582,$ 734,"$ 1,050","$ 1,271"
Texas,Jackson,$ 613,$ 688,$ 836,"$ 1,196","$ 1,236"
Texas,Jasper,$ 620,$ 624,$ 823,"$ 1,112","$ 1,116"
Texas,Jeff Davis,$ 648,$ 687,$ 864,"$ 1,146","$ 1,213"
Texas,Jefferson,$ 661,$ 708,$ 880,"$ 1,145","$ 1,205"
Texas,Jim Hogg,$ 538,$ 582,$ 734,"$ 1,050","$ 1,085"
Texas,Jim Wells,$ 625,$ 667,$ 879,"$ 1,093","$ 1,300"
Texas,Johnson,$ 901,"$ 1,021","$ 1,242","$ 1,661","$ 2,077"
Texas,Jones,$ 707,$ 733,$ 955,"$ 1,285","$ 1,639"
Texas,Karnes,$ 532,$ 640,$ 806,"$ 1,003","$ 1,192"
Texas,Kaufman,"$ 1,029","$ 1,134","$ 1,352","$ 1,746","$ 2,309"
Texas,Kendall,$ 884,"$ 1,061","$ 1,293","$ 1,608","$ 2,063"
Texas,Kenedy,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Kent,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Kerr,$ 718,$ 735,$ 838,"$ 1,199","$ 1,233"
Texas,Kimble,$ 551,$ 632,$ 751,$ 938,"$ 1,110"
Texas,King,$ 658,$ 709,$ 888,"$ 1,107","$ 1,335"
Texas,Kinney,$ 615,$ 666,$ 839,"$ 1,044","$ 1,240"
Texas,Kleberg,$ 659,$ 681,$ 898,"$ 1,238","$ 1,546"
Texas,Knox,$ 538,$ 582,$ 734,$ 913,"$ 1,085"
Texas,Lamar,$ 547,$ 588,$ 768,"$ 1,021","$ 1,287"
Texas,Lamb,$ 538,$ 625,$ 734,$ 913,$ 995
Texas,Lampasas,$ 600,$ 604,$ 796,"$ 1,112","$ 1,116"
Texas,La Salle,$ 538,$ 572,$ 734,"$ 1,050","$ 1,085"
Texas,Lavaca,$ 513,$ 590,$ 777,"$ 1,066","$ 1,149"
Texas,Lee,$ 665,$ 782,$ 911,"$ 1,133","$ 1,347"
Texas,Leon,$ 538,$ 557,$ 734,"$ 1,000","$ 1,003"
Texas,Liberty,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Limestone,$ 519,$ 596,$ 786,$ 978,"$ 1,066"
Texas,Lipscomb,$ 555,$ 601,$ 757,$ 995,"$ 1,034"
Texas,Live Oak,$ 538,$ 557,$ 734,"$ 1,050","$ 1,129"
Texas,Llano,$ 645,$ 667,$ 879,"$ 1,093","$ 1,375"
Texas,Loving,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Lubbock,$ 637,$ 733,$ 896,"$ 1,282","$ 1,551"
Texas,Lynn,$ 523,$ 602,$ 734,"$ 1,050","$ 1,271"
Texas,McCulloch,$ 623,$ 644,$ 849,"$ 1,056","$ 1,255"
Texas,McLennan,$ 686,$ 721,$ 934,"$ 1,252","$ 1,398"
Texas,McMullen,$ 580,$ 628,$ 791,"$ 1,044","$ 1,170"
Texas,Madison,$ 650,$ 677,$ 887,"$ 1,103","$ 1,203"
Texas,Marion,$ 538,$ 582,$ 734,$ 995,"$ 1,085"
Texas,Martin,$ 592,$ 595,$ 734,"$ 1,050","$ 1,231"
Texas,Mason,$ 607,$ 657,$ 828,"$ 1,151","$ 1,224"
Texas,Matagorda,$ 623,$ 627,$ 808,"$ 1,064","$ 1,399"
Texas,Maverick,$ 567,$ 570,$ 736,$ 917,"$ 1,098"
Texas,Medina,$ 592,$ 657,$ 866,"$ 1,133","$ 1,329"
Texas,Menard,$ 538,$ 582,$ 734,$ 953,"$ 1,085"
Texas,Midland,"$ 1,121","$ 1,128","$ 1,391","$ 1,730","$ 2,352"
Texas,Milam,$ 538,$ 599,$ 734,"$ 1,050","$ 1,271"
Texas,Mills,$ 538,$ 582,$ 734,$ 913,"$ 1,085"
Texas,Mitchell,$ 538,$ 601,$ 734,$ 941,"$ 1,189"
Texas,Montague,$ 645,$ 667,$ 879,"$ 1,115","$ 1,300"
Texas,Montgomery,$ 908,$ 983,"$ 1,176","$ 1,576","$ 2,010"
Texas,Moore,$ 604,$ 624,$ 823,"$ 1,024","$ 1,217"
Texas,Morris,$ 484,$ 557,$ 734,"$ 1,050","$ 1,252"
Texas,Motley,$ 538,$ 582,$ 734,$ 959,"$ 1,085"
Texas,Nacogdoches,$ 576,$ 683,$ 838,"$ 1,096","$ 1,242"
Texas,Navarro,$ 611,$ 624,$ 823,"$ 1,178","$ 1,325"
Texas,Newton,$ 553,$ 592,$ 734,"$ 1,004","$ 1,007"
