"","date","location_key","new_persons_vaccinated","cumulative_persons_vaccinated","new_persons_fully_vaccinated","cumulative_persons_fully_vaccinated","new_vaccine_doses_administered","cumulative_vaccine_doses_administered","new_persons_vaccinated_pfizer","cumulative_persons_vaccinated_pfizer","new_persons_fully_vaccinated_pfizer","cumulative_persons_fully_vaccinated_pfizer","new_vaccine_doses_administered_pfizer","cumulative_vaccine_doses_administered_pfizer","new_persons_vaccinated_moderna","cumulative_persons_vaccinated_moderna","new_persons_fully_vaccinated_moderna","cumulative_persons_fully_vaccinated_moderna","new_vaccine_doses_administered_moderna","cumulative_vaccine_doses_administered_moderna","new_persons_vaccinated_janssen","cumulative_persons_vaccinated_janssen","new_persons_fully_vaccinated_janssen","cumulative_persons_fully_vaccinated_janssen","new_vaccine_doses_administered_janssen","cumulative_vaccine_doses_administered_janssen","new_persons_vaccinated_sinovac","total_persons_vaccinated_sinovac","new_persons_fully_vaccinated_sinovac","total_persons_fully_vaccinated_sinovac","new_vaccine_doses_administered_sinovac","total_vaccine_doses_administered_sinovac"
"3387",2022-05-31,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3388",2022-06-01,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3389",2022-06-02,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3390",2022-06-03,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3391",2022-06-04,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392",2022-06-05,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3393",2022-06-06,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3394",2022-06-07,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3395",2022-06-08,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3396",2022-06-09,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3397",2022-06-10,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3398",2022-06-11,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3399",2022-06-12,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3400",2022-06-13,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3401",2022-06-14,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3402",2022-06-15,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3403",2022-06-16,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3404",2022-06-17,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3405",2022-06-18,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3406",2022-06-19,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3407",2022-06-20,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3408",2022-06-21,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3409",2022-06-22,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3410",2022-06-23,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3411",2022-06-24,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3412",2022-06-25,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3413",2022-06-26,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3414",2022-06-27,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3415",2022-06-28,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3416",2022-06-29,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3417",2022-06-30,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3418",2022-07-01,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3419",2022-07-02,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3420",2022-07-03,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3421",2022-07-04,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3422",2022-07-05,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3423",2022-07-06,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424",2022-07-07,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3425",2022-07-08,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3426",2022-07-09,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3427",2022-07-10,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3428",2022-07-11,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3429",2022-07-12,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3430",2022-07-13,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3431",2022-07-14,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3432",2022-07-15,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3433",2022-07-16,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3434",2022-07-17,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3435",2022-07-18,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3436",2022-07-19,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3437",2022-07-20,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3438",2022-07-21,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3439",2022-07-22,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3440",2022-07-23,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3441",2022-07-24,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3442",2022-07-25,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3443",2022-07-26,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3444",2022-07-27,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3445",2022-07-28,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3446",2022-07-29,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3447",2022-07-30,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3448",2022-07-31,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3449",2022-08-01,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3450",2022-08-02,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3451",2022-08-03,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3452",2022-08-04,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453",2022-08-05,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3454",2022-08-06,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3455",2022-08-07,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3456",2022-08-08,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3457",2022-08-09,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3458",2022-08-10,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3459",2022-08-11,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3460",2022-08-12,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3461",2022-08-13,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3462",2022-08-14,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3463",2022-08-15,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3464",2022-08-16,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3465",2022-08-17,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3466",2022-08-18,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3467",2022-08-19,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3468",2022-08-20,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3469",2022-08-21,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3470",2022-08-22,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3471",2022-08-23,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3472",2022-08-24,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3473",2022-08-25,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3474",2022-08-26,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3475",2022-08-27,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3476",2022-08-28,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3477",2022-08-29,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3478",2022-08-30,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3479",2022-08-31,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3480",2022-09-01,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3481",2022-09-02,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3482",2022-09-03,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3483",2022-09-04,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3484",2022-09-05,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3485",2022-09-06,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3486",2022-09-07,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3487",2022-09-08,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3488",2022-09-09,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3489",2022-09-10,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3490",2022-09-11,"IL_HA_0652",0,1833,0,1638,0,3471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3491",2022-08-02,"IL_HA_0654",0,13300,1,11833,1,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3492",2022-08-03,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3493",2022-08-04,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3494",2022-08-05,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3495",2022-08-06,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3496",2022-08-07,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3497",2022-08-08,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3498",2022-08-09,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3499",2022-08-10,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3500",2022-08-11,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3501",2022-08-12,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3502",2022-08-13,"IL_HA_0654",0,13300,0,11833,0,25133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3503",2022-08-14,"IL_HA_0654",1,13301,0,11833,1,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3504",2022-08-15,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3505",2022-08-16,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3506",2022-08-17,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3507",2022-08-18,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3508",2022-08-19,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3509",2022-08-20,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3510",2022-08-21,"IL_HA_0654",0,13301,0,11833,0,25134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
